counter txid numreads length
5456 FBtr0086811 56 842
5457 FBtr0086812 68 897
5458 FBtr0086813 0 749
5459 FBtr0086817 0 1176
5460 FBtr0086818 0 600
5461 FBtr0113495 0 85
5462 FBtr0113494 0 155
5463 FBtr0113497 0 77
5464 FBtr0113496 0 77
5465 FBtr0113491 116 1109
5466 FBtr0113490 0 351
5467 FBtr0113493 170 2699
5468 FBtr0113492 0 950
5469 FBtr0113499 0 149
5470 FBtr0113498 0 82
5471 FBtr0112364 16 309
5472 FBtr0112365 46 720
5473 FBtr0112366 0 662
5474 FBtr0112367 0 401
5475 FBtr0112360 0 625
5476 FBtr0112361 0 314
5477 FBtr0112363 0 298
5478 FBtr0089590 0 3392
5479 FBtr0089591 304 3196
5480 FBtr0089592 0 3392
5481 FBtr0089593 0 3196
5482 FBtr0112368 0 882
5483 FBtr0089595 0 1207
5484 FBtr0089596 0 1274
5485 FBtr0089597 240 3082
5486 FBtr0084559 0 1226
5487 FBtr0084558 0 1520
5488 FBtr0084557 0 1649
5489 FBtr0084556 0 1776
5490 FBtr0084555 0 2810
5491 FBtr0084554 0 1243
5492 FBtr0084553 84 1154
5493 FBtr0084552 0 4092
5494 FBtr0084551 0 1312
5495 FBtr0084550 144 2041
5496 FBtr0088423 0 2482
5497 FBtr0088422 224 3508
5498 FBtr0088421 0 3188
5499 FBtr0088420 206 3217
5500 FBtr0088425 0 944
5501 FBtr0088429 84 1250
5502 FBtr0088428 0 3877
5503 FBtr0074182 392 5777
5504 FBtr0310139 0 2044
5505 FBtr0310138 0 1495
5506 FBtr0310137 0 1519
5507 FBtr0310136 0 1522
5508 FBtr0333361 66 4437
5509 FBtr0333360 0 1398
5510 FBtr0082241 0 82
5511 FBtr0082240 0 2127
5512 FBtr0082245 116 1588
5513 FBtr0082246 0 4627
5514 FBtr0082248 60 823
5515 FBtr0085731 168 2445
5516 FBtr0085732 168 2626
5517 FBtr0085733 0 2156
5518 FBtr0085734 0 2027
5519 FBtr0085735 0 1945
5520 FBtr0085736 44 800
5521 FBtr0085737 188 2643
5522 FBtr0301872 30 1770
5523 FBtr0301873 0 1814
5524 FBtr0301870 132 2269
5525 FBtr0301871 0 2281
5526 FBtr0301876 720 6324
5527 FBtr0301874 74 1162
5528 FBtr0301875 0 2792
5529 FBtr0087390 0 491
5530 FBtr0087391 246 4182
5531 FBtr0087392 80 1199
5532 FBtr0087393 94 1509
5533 FBtr0087394 0 1566
5534 FBtr0087398 0 3555
5535 FBtr0087399 100 1576
5536 FBtr0290328 0 2771
5537 FBtr0290323 136 2225
5538 FBtr0290322 240 4002
5539 FBtr0290321 0 1732
5540 FBtr0290320 0 2629
5541 FBtr0290327 0 3069
5542 FBtr0290326 0 3743
5543 FBtr0290325 100 1378
5544 FBtr0290324 286 3148
5545 FBtr0308619 0 2381
5546 FBtr0308618 200 2472
5547 FBtr0308615 0 4677
5548 FBtr0308614 0 914
5549 FBtr0308617 0 4627
5550 FBtr0308616 0 972
5551 FBtr0308611 0 1269
5552 FBtr0308610 0 2422
5553 FBtr0308613 0 3229
5554 FBtr0308612 0 1247
5555 FBtr0078745 0 1614
5556 FBtr0078744 162 2123
5557 FBtr0078747 0 1776
5558 FBtr0078746 0 1906
5559 FBtr0078741 0 2834
5560 FBtr0078740 64 981
5561 FBtr0078743 0 3187
5562 FBtr0078742 0 2816
5563 FBtr0078749 0 1847
5564 FBtr0078748 0 2026
5565 FBtr0086045 0 936
5566 FBtr0086044 0 6043
5567 FBtr0086043 0 1526
5568 FBtr0086041 208 2466
5569 FBtr0086040 0 2400
5570 FBtr0304963 386 5672
5571 FBtr0304961 0 836
5572 FBtr0304960 0 503
5573 FBtr0304964 216 3390
5574 FBtr0304969 46 430
5575 FBtr0304968 0 294
5576 FBtr0333146 202 3006
5577 FBtr0329979 0 5506
5578 FBtr0329978 0 3223
5579 FBtr0289954 0 3440
5580 FBtr0289955 364 3747
5581 FBtr0289952 0 1513
5582 FBtr0289953 0 2114
5583 FBtr0289951 0 5824
5584 FBtr0329971 0 2098
5585 FBtr0329970 0 2606
5586 FBtr0329973 0 3249
5587 FBtr0329972 0 2066
5588 FBtr0329975 384 6012
5589 FBtr0329974 296 5934
5590 FBtr0329977 310 5754
5591 FBtr0329976 0 5797
5592 FBtr0087800 0 1853
5593 FBtr0087801 250 4238
5594 FBtr0087802 0 728
5595 FBtr0087803 36 2097
5596 FBtr0087804 114 2045
5597 FBtr0087805 0 2033
5598 FBtr0087806 0 2865
5599 FBtr0305704 138 1933
5600 FBtr0305705 0 1983
5601 FBtr0305706 26 418
5602 FBtr0305707 0 245
5603 FBtr0305700 450 7878
5604 FBtr0305701 152 2421
5605 FBtr0305702 0 2418
5606 FBtr0305703 0 2335
5607 FBtr0305708 0 1171
5608 FBtr0073745 0 751
5609 FBtr0300286 0 1201
5610 FBtr0300287 0 3290
5611 FBtr0300284 178 1696
5612 FBtr0300285 0 1891
5613 FBtr0300282 138 2101
5614 FBtr0300283 0 2022
5615 FBtr0300280 0 1584
5616 FBtr0300281 0 3099
5617 FBtr0300289 0 1039
5618 FBtr0073747 358 4908
5619 FBtr0073741 0 2006
5620 FBtr0300862 100 1314
5621 FBtr0300863 0 1798
5622 FBtr0300860 0 509
5623 FBtr0300861 0 3564
5624 FBtr0300866 0 2913
5625 FBtr0300867 0 2977
5626 FBtr0300864 0 1838
5627 FBtr0300865 46 1688
5628 FBtr0300868 198 3137
5629 FBtr0300869 0 3084
5630 FBtr0100216 110 2264
5631 FBtr0079869 136 2049
5632 FBtr0079868 0 1343
5633 FBtr0100213 0 2370
5634 FBtr0073809 0 1209
5635 FBtr0073808 0 5870
5636 FBtr0333972 0 4957
5637 FBtr0333973 0 4986
5638 FBtr0333970 0 4928
5639 FBtr0333971 50 805
5640 FBtr0079867 0 1615
5641 FBtr0079866 136 1772
5642 FBtr0333974 0 5089
5643 FBtr0079864 0 685
5644 FBtr0080711 0 2553
5645 FBtr0080712 192 2498
5646 FBtr0080715 118 1770
5647 FBtr0080714 112 1802
5648 FBtr0080717 0 84
5649 FBtr0080719 0 1838
5650 FBtr0080718 0 3209
5651 FBtr0331730 0 1897
5652 FBtr0308248 76 1005
5653 FBtr0308249 0 5973
5654 FBtr0070385 42 1946
5655 FBtr0070384 0 1895
5656 FBtr0070387 104 1582
5657 FBtr0070386 0 510
5658 FBtr0070381 138 1862
5659 FBtr0070380 320 4107
5660 FBtr0070383 0 1987
5661 FBtr0070382 50 1966
5662 FBtr0310433 0 6036
5663 FBtr0070389 96 1755
5664 FBtr0070388 0 1945
5665 FBtr0308243 0 1384
5666 FBtr0072204 0 1618
5667 FBtr0072205 0 946
5668 FBtr0072202 110 1458
5669 FBtr0308247 0 2614
5670 FBtr0308245 176 2880
5671 FBtr0299935 376 6051
5672 FBtr0299937 0 2998
5673 FBtr0299936 218 2973
5674 FBtr0331735 88 1296
5675 FBtr0299930 0 3086
5676 FBtr0299939 0 2089
5677 FBtr0299938 0 2089
5678 FBtr0076970 0 3487
5679 FBtr0076971 0 1778
5680 FBtr0076972 176 2623
5681 FBtr0076973 0 1811
5682 FBtr0076974 0 1543
5683 FBtr0076976 288 2821
5684 FBtr0076977 0 2505
5685 FBtr0076978 0 2878
5686 FBtr0301370 0 4277
5687 FBtr0075777 230 3275
5688 FBtr0075776 0 4102
5689 FBtr0075775 270 4159
5690 FBtr0075774 84 1264
5691 FBtr0075773 0 3292
5692 FBtr0075772 0 3162
5693 FBtr0075771 0 3187
5694 FBtr0075770 124 1976
5695 FBtr0331608 84 1159
5696 FBtr0331609 0 1400
5697 FBtr0075779 136 2021
5698 FBtr0075778 0 3905
5699 FBtr0333680 102 2086
5700 FBtr0071470 0 2555
5701 FBtr0071471 0 1606
5702 FBtr0071472 0 973
5703 FBtr0310339 0 7489
5704 FBtr0310338 0 7090
5705 FBtr0310337 0 7249
5706 FBtr0310336 402 7067
5707 FBtr0310335 0 9858
5708 FBtr0310334 734 10635
5709 FBtr0310333 0 10362
5710 FBtr0310332 368 5244
5711 FBtr0310331 0 14827
5712 FBtr0310330 0 3582
5713 FBtr0333681 0 2723
5714 FBtr0333682 176 3038
5715 FBtr0310481 82 1087
5716 FBtr0310483 0 2724
5717 FBtr0310482 88 1160
5718 FBtr0310485 0 1241
5719 FBtr0310484 26 416
5720 FBtr0310487 0 1848
5721 FBtr0310486 0 1173
5722 FBtr0310489 0 452
5723 FBtr0310488 0 308
5724 FBtr0100624 0 4896
5725 FBtr0077739 98 1521
5726 FBtr0077731 0 1477
5727 FBtr0077730 20 824
5728 FBtr0077733 0 1462
5729 FBtr0077732 0 1468
5730 FBtr0077735 42 767
5731 FBtr0077734 0 1449
5732 FBtr0077737 96 1284
5733 FBtr0077736 0 1404
5734 FBtr0072815 84 1389
5735 FBtr0072814 66 1240
5736 FBtr0072813 78 1107
5737 FBtr0072812 0 4078
5738 FBtr0072811 0 3970
5739 FBtr0072810 0 1534
5740 FBtr0072819 0 1462
5741 FBtr0309106 0 2686
5742 FBtr0309107 0 1919
5743 FBtr0309104 0 4209
5744 FBtr0309105 0 2284
5745 FBtr0309102 0 2628
5746 FBtr0309103 172 2577
5747 FBtr0309100 0 2162
5748 FBtr0309101 150 2625
5749 FBtr0309108 0 4133
5750 FBtr0309109 0 3834
5751 FBtr0301082 96 1269
5752 FBtr0074418 0 1818
5753 FBtr0074411 420 4293
5754 FBtr0074410 0 673
5755 FBtr0074412 0 4532
5756 FBtr0074415 0 6353
5757 FBtr0074417 0 1777
5758 FBtr0074416 32 508
5759 FBtr0332724 142 2121
5760 FBtr0332725 0 1334
5761 FBtr0332726 140 2033
5762 FBtr0332727 82 1233
5763 FBtr0332720 104 1736
5764 FBtr0332721 0 14288
5765 FBtr0332722 1066 14221
5766 FBtr0332723 0 1228
5767 FBtr0332728 88 1166
5768 FBtr0332729 260 2507
5769 FBtr0082836 0 73
5770 FBtr0082834 0 73
5771 FBtr0082832 104 2048
5772 FBtr0082833 222 1941
5773 FBtr0082830 76 999
5774 FBtr0082831 0 2035
5775 FBtr0082838 0 660
5776 FBtr0299949 0 2708
5777 FBtr0006151 220 2077
5778 FBtr0077350 0 1420
5779 FBtr0305548 604 10801
5780 FBtr0305549 0 11632
5781 FBtr0305542 60 871
5782 FBtr0305546 0 1396
5783 FBtr0305544 0 1386
5784 FBtr0305545 102 1408
5785 FBtr0114310 0 79
5786 FBtr0331457 0 1246
5787 FBtr0331456 68 1226
5788 FBtr0331455 76 1046
5789 FBtr0331454 0 1483
5790 FBtr0086999 0 607
5791 FBtr0086998 0 610
5792 FBtr0086994 0 7500
5793 FBtr0086997 48 970
5794 FBtr0086996 0 509
5795 FBtr0086991 182 2942
5796 FBtr0086990 0 1904
5797 FBtr0086993 0 4068
5798 FBtr0331452 0 3172
5799 FBtr0332567 0 668
5800 FBtr0075542 96 1305
5801 FBtr0331450 0 811
5802 FBtr0071049 0 3483
5803 FBtr0071048 0 3192
5804 FBtr0086667 14 224
5805 FBtr0086666 0 298
5806 FBtr0086665 0 300
5807 FBtr0086664 42 372
5808 FBtr0086663 0 283
5809 FBtr0086662 0 358
5810 FBtr0086661 0 1633
5811 FBtr0086660 264 4618
5812 FBtr0086669 40 831
5813 FBtr0086668 100 1496
5814 FBtr0084294 0 1389
5815 FBtr0084295 390 6180
5816 FBtr0084297 68 1148
5817 FBtr0084290 0 1928
5818 FBtr0084291 0 1992
5819 FBtr0083019 0 2349
5820 FBtr0084293 0 1223
5821 FBtr0083017 76 1215
5822 FBtr0083016 0 1024
5823 FBtr0083012 0 534
5824 FBtr0083010 104 1130
5825 FBtr0071046 68 978
5826 FBtr0333060 32 2198
5827 FBtr0073154 0 440
5828 FBtr0333062 92 1500
5829 FBtr0299942 108 1323
5830 FBtr0333063 0 3375
5831 FBtr0084748 0 2842
5832 FBtr0084749 0 1287
5833 FBtr0073151 18 1479
5834 FBtr0084744 90 1446
5835 FBtr0084745 0 1301
5836 FBtr0084742 102 1735
5837 FBtr0084743 0 2045
5838 FBtr0084740 342 5119
5839 FBtr0073150 184 2154
5840 FBtr0088671 134 1201
5841 FBtr0088676 0 1036
5842 FBtr0309197 380 6454
5843 FBtr0088674 246 2798
5844 FBtr0088675 0 4531
5845 FBtr0088678 104 1370
5846 FBtr0073152 0 7266
5847 FBtr0299943 116 2029
5848 FBtr0100050 158 2431
5849 FBtr0100053 0 589
5850 FBtr0100058 0 447
5851 FBtr0083909 0 1065
5852 FBtr0083908 156 2843
5853 FBtr0083905 0 2549
5854 FBtr0083904 0 2368
5855 FBtr0083907 138 2606
5856 FBtr0083906 0 2425
5857 FBtr0083901 0 816
5858 FBtr0083900 0 828
5859 FBtr0083903 0 1517
5860 FBtr0087219 0 3160
5861 FBtr0087215 0 763
5862 FBtr0087214 140 1983
5863 FBtr0087217 0 1975
5864 FBtr0087216 0 1972
5865 FBtr0087211 0 1195
5866 FBtr0087210 0 3146
5867 FBtr0087213 120 1798
5868 FBtr0087212 0 2029
5869 FBtr0085507 152 2880
5870 FBtr0085505 0 11469
5871 FBtr0085503 0 1101
5872 FBtr0085502 0 837
5873 FBtr0085501 232 3322
5874 FBtr0085500 0 928
5875 FBtr0074427 0 1940
5876 FBtr0085509 0 2340
5877 FBtr0085508 0 1005
5878 FBtr0306158 82 3541
5879 FBtr0306159 48 682
5880 FBtr0301925 152 2072
5881 FBtr0306154 0 1487
5882 FBtr0306155 0 1513
5883 FBtr0306156 0 1472
5884 FBtr0306157 310 4192
5885 FBtr0306150 0 1558
5886 FBtr0306151 0 3189
5887 FBtr0306152 42 2127
5888 FBtr0306153 0 1387
5889 FBtr0301927 106 1549
5890 FBtr0301920 86 1522
5891 FBtr0301922 96 1519
5892 FBtr0301923 0 1495
5893 FBtr0302385 124 2098
5894 FBtr0302387 0 3047
5895 FBtr0302386 122 2315
5896 FBtr0302381 0 1129
5897 FBtr0302383 0 1354
5898 FBtr0302382 0 4379
5899 FBtr0302389 0 1067
5900 FBtr0302388 0 1062
5901 FBtr0303474 0 794
5902 FBtr0303475 0 723
5903 FBtr0303476 0 2195
5904 FBtr0303477 272 3836
5905 FBtr0303470 182 2484
5906 FBtr0303471 0 2226
5907 FBtr0303472 42 681
5908 FBtr0303473 0 724
5909 FBtr0303478 0 4089
5910 FBtr0303479 0 4070
5911 FBtr0071678 0 551
5912 FBtr0071679 96 1377
5913 FBtr0071672 60 1054
5914 FBtr0071673 0 1133
5915 FBtr0071670 0 853
5916 FBtr0071671 68 1223
5917 FBtr0071676 12 690
5918 FBtr0071677 42 687
5919 FBtr0071674 0 1199
5920 FBtr0071675 226 3361
5921 FBtr0079469 0 1893
5922 FBtr0079468 0 1266
5923 FBtr0079467 0 1214
5924 FBtr0079466 0 1174
5925 FBtr0079464 0 2225
5926 FBtr0079463 0 1369
5927 FBtr0079462 0 1527
5928 FBtr0079461 90 1506
5929 FBtr0079460 0 1596
5930 FBtr0302855 370 4933
5931 FBtr0306537 212 3789
5932 FBtr0306534 0 3507
5933 FBtr0302856 0 2666
5934 FBtr0100580 0 2961
5935 FBtr0303710 0 6200
5936 FBtr0100837 158 2398
5937 FBtr0100836 0 2398
5938 FBtr0100835 0 1206
5939 FBtr0079288 0 729
5940 FBtr0100833 78 1303
5941 FBtr0100832 0 1598
5942 FBtr0100831 112 1551
5943 FBtr0079283 0 1383
5944 FBtr0079282 0 1514
5945 FBtr0079281 92 1722
5946 FBtr0307486 436 5901
5947 FBtr0079287 0 2677
5948 FBtr0079286 0 1287
5949 FBtr0079285 0 877
5950 FBtr0079284 0 4455
5951 FBtr0307489 0 1968
5952 FBtr0077539 62 974
5953 FBtr0077538 150 2218
5954 FBtr0077537 0 2804
5955 FBtr0077532 144 2209
5956 FBtr0077531 32 2333
5957 FBtr0077530 0 2231
5958 FBtr0074504 208 2036
5959 FBtr0077280 72 1490
5960 FBtr0077286 0 1409
5961 FBtr0086992 214 3877
5962 FBtr0300123 330 4295
5963 FBtr0300121 140 2256
5964 FBtr0300120 0 1446
5965 FBtr0300127 108 1799
5966 FBtr0300126 188 2547
5967 FBtr0300125 38 563
5968 FBtr0300124 40 573
5969 FBtr0300129 62 1188
5970 FBtr0300128 134 1964
5971 FBtr0301292 170 3205
5972 FBtr0301293 168 2476
5973 FBtr0301290 242 3054
5974 FBtr0301291 0 563
5975 FBtr0301296 0 1128
5976 FBtr0301297 0 2416
5977 FBtr0301294 0 3487
5978 FBtr0301295 0 5563
5979 FBtr0301298 396 6001
5980 FBtr0301299 0 4988
5981 FBtr0301744 0 855
5982 FBtr0301745 0 1053
5983 FBtr0301746 0 1029
5984 FBtr0301747 0 630
5985 FBtr0301740 8 368
5986 FBtr0301741 0 603
5987 FBtr0301742 0 227
5988 FBtr0301743 0 508
5989 FBtr0301748 646 9371
5990 FBtr0301749 194 3529
5991 FBtr0081671 0 942
5992 FBtr0081670 0 1267
5993 FBtr0081673 0 4284
5994 FBtr0081672 0 4332
5995 FBtr0081675 0 1029
5996 FBtr0081674 222 3885
5997 FBtr0081676 60 887
5998 FBtr0081679 0 656
5999 FBtr0074162 66 3521
6000 FBtr0332258 0 449
6001 FBtr0332259 0 1368
6002 FBtr0074167 0 8336
6003 FBtr0074166 0 1487
6004 FBtr0332254 46 586
6005 FBtr0332255 0 2030
6006 FBtr0332256 0 5102
6007 FBtr0332257 0 291
6008 FBtr0332250 0 2736
6009 FBtr0332251 0 678
6010 FBtr0332252 0 4294
6011 FBtr0332253 0 448
6012 FBtr0306210 286 3707
6013 FBtr0332878 448 7721
6014 FBtr0332879 0 8317
6015 FBtr0080103 194 2372
6016 FBtr0080104 0 2328
6017 FBtr0080105 0 1776
6018 FBtr0080106 0 312
6019 FBtr0080107 30 409
6020 FBtr0080108 0 1259
6021 FBtr0332871 88 1195
6022 FBtr0332872 0 2281
6023 FBtr0332873 0 2960
6024 FBtr0332874 104 1577
6025 FBtr0332875 0 926
6026 FBtr0332876 0 789
6027 FBtr0332877 0 799
6028 FBtr0070262 0 4419
6029 FBtr0070263 0 4155
6030 FBtr0070260 86 3270
6031 FBtr0070261 236 3867
6032 FBtr0070266 338 4236
6033 FBtr0070265 0 8223
6034 FBtr0070269 70 3158
6035 FBtr0089703 0 2109
6036 FBtr0089702 0 954
6037 FBtr0089705 0 2798
6038 FBtr0089704 192 2702
6039 FBtr0089707 204 2619
6040 FBtr0089706 0 2425
6041 FBtr0089709 0 2646
6042 FBtr0089708 0 1926
6043 FBtr0084292 52 814
6044 FBtr0083018 124 1976
6045 FBtr0088070 0 2211
6046 FBtr0088071 0 73
6047 FBtr0088072 0 543
6048 FBtr0088073 0 3146
6049 FBtr0088074 116 2075
6050 FBtr0088075 0 1670
6051 FBtr0088076 0 1528
6052 FBtr0088077 0 1259
6053 FBtr0088078 74 1270
6054 FBtr0082616 0 72
6055 FBtr0082617 90 1479
6056 FBtr0082614 0 1135
6057 FBtr0082615 0 1177
6058 FBtr0082612 270 3698
6059 FBtr0082613 24 952
6060 FBtr0082610 0 1014
6061 FBtr0082611 0 3901
6062 FBtr0082619 0 1502
6063 FBtr0086506 0 2912
6064 FBtr0086504 0 5071
6065 FBtr0086505 0 1284
6066 FBtr0086502 66 1166
6067 FBtr0086503 0 4258
6068 FBtr0086500 138 2503
6069 FBtr0086501 0 4322
6070 FBtr0086508 0 3470
6071 FBtr0086509 0 5897
6072 FBtr0072130 0 1458
6073 FBtr0072131 94 919
6074 FBtr0072132 0 2360
6075 FBtr0072133 136 1860
6076 FBtr0072134 0 4593
6077 FBtr0072135 0 1121
6078 FBtr0072136 270 3813
6079 FBtr0072137 0 3906
6080 FBtr0072138 214 3642
6081 FBtr0072139 0 3735
6082 FBtr0074077 0 6380
6083 FBtr0074076 0 1261
6084 FBtr0332300 376 5973
6085 FBtr0310432 0 4534
6086 FBtr0273248 228 3362
6087 FBtr0273243 0 1285
6088 FBtr0332306 364 5203
6089 FBtr0273241 0 1756
6090 FBtr0273240 28 1763
6091 FBtr0273247 0 3749
6092 FBtr0273245 236 3800
6093 FBtr0273244 0 3004
6094 FBtr0074071 0 2392
6095 FBtr0303159 0 1613
6096 FBtr0303158 36 610
6097 FBtr0085345 0 2274
6098 FBtr0085344 0 677
6099 FBtr0085347 0 3096
6100 FBtr0085341 0 625
6101 FBtr0085343 0 1494
6102 FBtr0085342 206 3213
6103 FBtr0303157 58 917
6104 FBtr0085349 0 2218
6105 FBtr0085348 290 3414
6106 FBtr0084830 0 1362
6107 FBtr0333392 0 1905
6108 FBtr0333393 0 2073
6109 FBtr0333390 98 1657
6110 FBtr0333391 104 1495
6111 FBtr0333396 0 2564
6112 FBtr0333397 0 1028
6113 FBtr0333394 0 2124
6114 FBtr0333395 0 3665
6115 FBtr0303156 0 572
6116 FBtr0333398 46 735
6117 FBtr0333399 0 752
6118 FBtr0073779 448 7583
6119 FBtr0073778 0 1106
6120 FBtr0084832 0 4288
6121 FBtr0081994 360 4685
6122 FBtr0081995 0 1882
6123 FBtr0081996 72 1255
6124 FBtr0081997 0 1160
6125 FBtr0081990 0 6661
6126 FBtr0081991 0 6659
6127 FBtr0081992 0 6809
6128 FBtr0081993 0 7473
6129 FBtr0309735 0 23
6130 FBtr0309734 0 60
6131 FBtr0309737 0 21
6132 FBtr0309736 0 60
6133 FBtr0309731 0 61
6134 FBtr0309730 0 22
6135 FBtr0309733 0 23
6136 FBtr0309732 0 22
6137 FBtr0309739 0 21
6138 FBtr0309738 0 66
6139 FBtr0310439 0 7333
6140 FBtr0084834 0 836
6141 FBtr0088679 0 2515
6142 FBtr0110808 0 4899
6143 FBtr0110807 610 5455
6144 FBtr0110806 0 7354
6145 FBtr0110805 0 636
6146 FBtr0110804 0 517
6147 FBtr0110803 0 956
6148 FBtr0110802 72 1108
6149 FBtr0110801 522 6772
6150 FBtr0081338 0 863
6151 FBtr0081339 0 761
6152 FBtr0084128 0 3029
6153 FBtr0084126 190 3001
6154 FBtr0084127 0 3059
6155 FBtr0081332 0 3592
6156 FBtr0084125 0 3042
6157 FBtr0084122 72 1139
6158 FBtr0084123 194 2776
6159 FBtr0081336 0 1878
6160 FBtr0084121 500 8459
6161 FBtr0082977 0 2713
6162 FBtr0082976 326 3436
6163 FBtr0082975 0 4225
6164 FBtr0082974 0 1818
6165 FBtr0082979 0 4377
6166 FBtr0082978 0 4203
6167 FBtr0074208 0 192
6168 FBtr0074209 0 2212
6169 FBtr0332119 748 11516
6170 FBtr0332118 0 11444
6171 FBtr0332113 0 4616
6172 FBtr0332112 0 1007
6173 FBtr0332111 0 2489
6174 FBtr0332110 0 5914
6175 FBtr0332117 694 11028
6176 FBtr0332116 0 9761
6177 FBtr0332115 626 9329
6178 FBtr0332114 702 11132
6179 FBtr0304028 0 621
6180 FBtr0304029 0 622
6181 FBtr0304022 0 707
6182 FBtr0304023 0 945
6183 FBtr0304020 0 838
6184 FBtr0304021 0 1481
6185 FBtr0304026 0 6469
6186 FBtr0304027 28 510
6187 FBtr0304024 0 2983
6188 FBtr0304025 0 5637
6189 FBtr0113385 0 2595
6190 FBtr0113384 68 4542
6191 FBtr0113387 0 4017
6192 FBtr0113386 0 4647
6193 FBtr0113381 0 1199
6194 FBtr0113380 0 4060
6195 FBtr0113383 0 1266
6196 FBtr0074627 0 815
6197 FBtr0113389 170 1521
6198 FBtr0113388 0 4644
6199 FBtr0074625 0 3442
6200 FBtr0074622 184 2236
6201 FBtr0332534 0 7149
6202 FBtr0074620 20 1372
6203 FBtr0074621 156 1475
6204 FBtr0087479 0 598
6205 FBtr0087478 0 2966
6206 FBtr0087475 0 1772
6207 FBtr0087474 0 1714
6208 FBtr0087477 0 2574
6209 FBtr0087476 188 3409
6210 FBtr0087471 0 2212
6211 FBtr0087470 0 673
6212 FBtr0087473 0 2766
6213 FBtr0087472 166 2463
6214 FBtr0112474 0 688
6215 FBtr0089069 148 2580
6216 FBtr0112476 0 376
6217 FBtr0112477 0 321
6218 FBtr0112470 0 1395
6219 FBtr0112471 0 579
6220 FBtr0112473 0 276
6221 FBtr0089060 80 1074
6222 FBtr0089061 0 2903
6223 FBtr0089062 0 997
6224 FBtr0089063 0 1950
6225 FBtr0112478 0 456
6226 FBtr0112479 30 462
6227 FBtr0089067 152 2239
6228 FBtr0083208 0 4989
6229 FBtr0083209 0 5903
6230 FBtr0083206 0 4843
6231 FBtr0083207 0 5171
6232 FBtr0083204 0 5235
6233 FBtr0083205 400 5972
6234 FBtr0083203 60 967
6235 FBtr0083200 0 1609
6236 FBtr0083201 210 3176
6237 FBtr0305083 0 8429
6238 FBtr0305082 460 7805
6239 FBtr0305081 508 7571
6240 FBtr0305080 0 3611
6241 FBtr0305087 210 3145
6242 FBtr0305086 0 7842
6243 FBtr0305085 0 8449
6244 FBtr0305084 0 7990
6245 FBtr0305089 0 2149
6246 FBtr0305088 0 3555
6247 FBtr0091832 0 898
6248 FBtr0091833 0 569
6249 FBtr0091830 36 569
6250 FBtr0091831 0 468
6251 FBtr0091836 0 569
6252 FBtr0091837 0 468
6253 FBtr0091834 26 468
6254 FBtr0091835 0 898
6255 FBtr0091838 0 898
6256 FBtr0091839 0 569
6257 FBtr0084469 0 1450
6258 FBtr0084468 0 1766
6259 FBtr0080926 78 1200
6260 FBtr0084463 0 934
6261 FBtr0084462 0 4280
6262 FBtr0084461 58 1077
6263 FBtr0084460 798 6647
6264 FBtr0084467 242 3143
6265 FBtr0084466 0 888
6266 FBtr0084465 156 2228
6267 FBtr0084464 0 2159
6268 FBtr0302886 0 955
6269 FBtr0302887 0 934
6270 FBtr0302884 266 4290
6271 FBtr0082159 0 1841
6272 FBtr0082158 0 343
6273 FBtr0082155 0 4347
6274 FBtr0082154 0 987
6275 FBtr0082156 366 3205
6276 FBtr0082151 172 2740
6277 FBtr0082150 0 2701
6278 FBtr0082153 0 901
6279 FBtr0082152 0 900
6280 FBtr0301508 106 1319
6281 FBtr0301509 0 1685
6282 FBtr0301502 0 3110
6283 FBtr0301503 0 4849
6284 FBtr0301500 196 2726
6285 FBtr0301501 0 3136
6286 FBtr0301506 0 4897
6287 FBtr0301507 0 2202
6288 FBtr0301504 0 3918
6289 FBtr0301505 0 4836
6290 FBtr0078275 0 1426
6291 FBtr0078274 232 1849
6292 FBtr0078277 0 4254
6293 FBtr0078276 0 1601
6294 FBtr0078271 140 2589
6295 FBtr0078270 68 1065
6296 FBtr0078273 0 1135
6297 FBtr0078272 0 2315
6298 FBtr0078279 0 951
6299 FBtr0078278 24 1439
6300 FBtr0307904 118 2035
6301 FBtr0307900 0 4569
6302 FBtr0307901 0 3155
6303 FBtr0307902 0 2906
6304 FBtr0307903 0 2203
6305 FBtr0305219 0 2801
6306 FBtr0302267 0 1558
6307 FBtr0302269 232 2091
6308 FBtr0070060 236 3146
6309 FBtr0070061 0 3264
6310 FBtr0070062 368 3138
6311 FBtr0070063 0 6538
6312 FBtr0070064 0 2498
6313 FBtr0070065 0 2111
6314 FBtr0100578 60 3497
6315 FBtr0100579 232 3461
6316 FBtr0100576 0 3901
6317 FBtr0100577 188 3423
6318 FBtr0100574 0 1602
6319 FBtr0100575 0 4564
6320 FBtr0100573 50 834
6321 FBtr0100570 0 1855
6322 FBtr0100571 106 1862
6323 FBtr0303799 138 2377
6324 FBtr0079586 84 1365
6325 FBtr0079587 0 1559
6326 FBtr0079581 124 1838
6327 FBtr0079588 0 1494
6328 FBtr0079589 0 3207
6329 FBtr0081468 112 1669
6330 FBtr0078189 196 2093
6331 FBtr0078188 0 1866
6332 FBtr0078187 0 2386
6333 FBtr0078186 0 1910
6334 FBtr0078185 218 3257
6335 FBtr0078184 74 1305
6336 FBtr0078183 146 3062
6337 FBtr0078181 0 1453
6338 FBtr0079638 88 3545
6339 FBtr0079639 352 5336
6340 FBtr0079636 0 1109
