counter txid length
11099 NM_001939 7118
11100 NM_001284267 2713
11101 NM_022089 4040
11102 NM_022088 3101
11103 NM_022087 2722
11104 NM_001267546 2460
11105 NM_001267545 2554
11106 NM_001267544 2628
11107 NM_022082 2592
11108 NM_003963 708
11109 NM_022080 3871
11110 NM_001159491 699
11111 NM_001159495 369
11112 NM_005101 666
11113 NM_020829 6773
11114 NM_001256865 5916
11115 NM_020827 4882
11116 NM_020826 5157
11117 NM_020825 7673
11118 NM_020824 7167
11119 NM_020823 5397
11120 NM_020822 4768
11121 NM_020821 13419
11122 NM_020820 6633
11123 NM_005102 2011
11124 NM_001256860 1593
11125 NM_001195007 1254
11126 NM_032873 6903
11127 NM_016603 5554
11128 NM_032871 3503
11129 NM_032870 3221
11130 NM_016606 2185
11131 NM_022550 1698
11132 NM_016604 6813
11133 NM_016605 4394
11134 NM_016608 2133
11135 NM_001195005 540
11136 NM_022559 801
11137 NM_002904_2 1561
11138 NR_003955 4231
11139 NR_003954 2156
11140 NR_003951 2049
11141 NR_003950 2548
11142 NR_003952 1766
11143 NM_001198786 13716
11144 NM_001198784 752
11145 NM_001198783 14038
11146 NM_001198780 1459
11147 NM_001256862_1 1593
11148 NM_030651 1896
11149 NM_030650 5765
11150 NM_030653 3927
11151 NM_030657 984
11152 NM_080631 4819
11153 NM_001145018 767
11154 NM_006260 5591
11155 NM_001168468 2287
11156 NM_199259 2711
11157 NM_001205259_1 869
11158 NM_199254 1963
11159 NM_001201429 7072
11160 NM_001168465 4151
11161 NM_001168466 3893
11162 NM_006264 8505
11163 NM_144608 1330
11164 NM_144609 2138
11165 NM_006267 11711
11166 NM_144602 971
11167 NM_144603 1618
11168 NM_144600 2250
11169 NM_006266 3708
11170 NM_144606 1741
11171 NM_144607 3746
11172 NM_144604 3727
11173 NM_001008860 3130
11174 NR_104584 2697
11175 NR_104585 2596
11176 NM_173573 2098
11177 NM_173570 3776
11178 NM_173571 1293
11179 NM_173576 3639
11180 NM_173574 1650
11181 NM_173575 2119
11182 NR_104583 4274
11183 NM_018502 1889
11184 NM_000958 3416
11185 NM_153334 3509
11186 NR_002332 1024
11187 NR_002330 1888
11188 NR_002331 950
11189 NM_153333 1212
11190 NM_003396 1464
11191 NM_001480 2785
11192 NM_001042546 1625
11193 NM_003395 1240
11194 NM_001042540 2011
11195 NM_003393 1996
11196 NM_003390 3358
11197 NM_003391 2906
11198 NM_001168280 4977
11199 NM_001042549 13220
11200 NM_003399 3333
11201 NM_001166538 555
11202 NR_003065_1 78
11203 NM_001166533 2451
11204 NM_001166534 2379
11205 NM_001485 1335
11206 NM_178498 6253
11207 NR_073553 1331
11208 NR_001447 426
11209 NM_014517 4147
11210 NM_014510 17095
11211 NM_001486 2188
11212 NR_073554 6316
11213 NR_073555 6239
11214 NM_178491 762
11215 NR_073558 6318
11216 NM_004475 2632
11217 NM_014518 4967
11218 NR_001448 1705
11219 NM_178496 3367
11220 NM_178497 1882
11221 NR_040448 2538
11222 NM_003648 6229
11223 NM_003649 1709
11224 NM_001489 7049
11225 NM_003644 7773
11226 NM_003645 2391
11227 NM_003646 3651
11228 NR_034059 3155
11229 NM_003640 6114
11230 NM_003641 717
11231 NM_003642 1670
11232 NM_003643 2764
11233 NM_001166286 3060
11234 NM_001166287 3174
11235 NM_001166284 1675
11236 NM_001166285 2032
11237 NM_001166283 3200
11238 NM_001166280 2496
11239 NM_001166281 2466
11240 NM_001166288 3058
11241 NM_001166289 3078
11242 NM_001291937 7555
11243 NM_001256326 7976
11244 NM_001256325 7988
11245 NM_001256324 8057
11246 NM_001014990 3055
11247 NM_001256322 1940
11248 NM_001291931 3204
11249 NR_039618 83
11250 NR_039616 77
11251 NR_039615 78
11252 NM_001190918 2416
11253 NR_039612 73
11254 NM_001291939 10405
11255 NM_001256328 7892
11256 NM_007256 4345
11257 NM_001291543 820
11258 NM_001291540 1009
11259 NM_005710 1111
11260 NM_001278428 3902
11261 NM_001278429 3869
11262 NM_001166462 2197
11263 NR_031662 83
11264 NM_001278426 3902
11265 NM_001278427 3899
11266 NM_001278420 1475
11267 NM_001278421 2986
11268 NM_001278422 2337
11269 NM_001278423 1520
11270 NM_005713 5395
11271 NR_073152 464
11272 NR_073153 544
11273 NM_032091 3117
11274 NM_032090 2553
11275 NM_032092 4317
11276 NM_032095 2433
11277 NM_032094 2632
11278 NM_032097 2445
11279 NM_032096 2436
11280 NM_032099 2457
11281 NM_032098 2412
11282 NR_073151 581
11283 NM_015646 2151
11284 NM_015645 3925
11285 NM_015642 3535
11286 NM_015641 2782
11287 NM_015640 6701
11288 NM_001253693 2682
11289 NM_015649 2511
11290 NM_002519 5936
11291 NM_002518 4004
11292 NM_212503 3192
11293 NR_110426 470
11294 NM_002515 3918
11295 NM_002514 2601
11296 NM_002513 1014
11297 NM_002512 829
11298 NM_002511 1354
11299 NM_001204798 2444
11300 NR_073080 1625
11301 NR_073081 1033
11302 NR_073082 1208
11303 NR_073083 1137
11304 NR_073084 1985
11305 NR_073085 1457
11306 NR_039732_1 94
11307 NM_001204527 775
11308 NR_039732_2 94
11309 NM_177444 6095
11310 NM_001137671 2243
11311 NR_033752 2166
11312 NR_033753 3580
11313 NR_033754 1429
11314 NR_033757 3911
11315 NR_033758 3805
11316 NR_033759 1391
11317 NM_198944 963
11318 NM_001009996 1776
11319 NM_001009997 1242
11320 NM_001009994 664
11321 NM_001009992 3649
11322 NM_001009993 5406
11323 NM_001009991 2284
11324 NM_001137675 7886
11325 NM_001009998 1721
11326 NM_001137674 3206
11327 NM_001253799 4119
11328 NM_003886 2881
11329 NM_003887 5717
11330 NR_002178_2 1346
11331 NR_002178_1 1346
11332 NM_001164544 2761
11333 NR_028340 734
11334 NM_033326 8865
11335 NM_033328 1078
11336 NR_028347 1647
11337 NR_028346 1728
11338 NM_001093 9249
11339 NM_001092 5063
11340 NM_001091 2436
11341 NM_001146728 3063
11342 NM_001097 1370
11343 NM_001096 4353
11344 NM_001095 3856
11345 NM_001094 2690
11346 NM_001099 3219
11347 NM_001098 2741
11348 NM_001146726 1285
11349 NM_001282226 4472
11350 NR_109781 973
11351 NR_109780 947
11352 NM_001098844 5454
11353 NM_001098845 2099
11354 NR_109785 2010
11355 NR_109784 2225
11356 NR_109787 1895
11357 NR_109786 2130
11358 NR_109789 1753
11359 NR_109788 1956
11360 NM_213674 1182
11361 NM_001134321 711
11362 NR_003344_3 82
11363 NR_003344_2 82
11364 NR_003344_1 82
11365 NM_001032372 2603
11366 NM_001032373 2567
11367 NM_001032374 994
11368 NM_003372 1628
11369 NM_001032377 934
11370 NM_176795 1234
11371 NM_176794 894
11372 NM_176797 2372
11373 NM_176796 2532
11374 NM_176791 842
11375 NM_176793 767
11376 NM_176792 2151
11377 NR_037620 1687
11378 NM_176798 2649
11379 NM_001277742 4331
11380 NM_001206850 5079
11381 NM_001146095 2738
11382 NM_001146094 2841
11383 NM_001146096 2854
11384 NM_001146099 2345
11385 NM_174869 1723
11386 NM_206828 3250
11387 NM_206821 3840
11388 NM_206820 3894
11389 NM_206825 2139
11390 NM_206824 888
11391 NM_206827 1543
11392 NM_206826 1992
11393 NR_028269 1221
11394 NM_153831 4553
11395 NM_004600 3241
11396 NM_004603 2125
11397 NM_004602 3518
11398 NM_004605 1253
11399 NM_004604 1480
11400 NM_004607 679
11401 NM_004606 7717
11402 NM_001193389 3974
11403 NM_004608 1802
11404 NM_001145073 2699
11405 NM_001193388 5116
11406 NM_006607 576
11407 NM_006606 3857
11408 NM_006605 1496
11409 NM_006604 1214
11410 NM_153758 1032
11411 NM_153759 3608
11412 NM_006601 2030
11413 NM_006600 1813
11414 NM_153756 2732
11415 NM_153757 1958
11416 NM_006609 10870
11417 NM_006608 3244
11418 NR_102377 716
11419 NR_102376 948
11420 NR_102371 2502
11421 NR_102370 79
11422 NM_001128325 1806
11423 NM_001128324 3371
11424 NM_001253791 839
11425 NM_001161346 3245
11426 NM_001161347 3005
11427 NM_000687 2207
11428 NM_000686 2899
11429 NM_000681 3873
11430 NM_032246 3530
11431 NM_001145076 5375
11432 NM_032242 9066
11433 NM_032243 1926
11434 NM_001145077 2219
11435 NM_001202473 2680
11436 NM_024625 3182
11437 NM_024624 5172
11438 NM_024627 6635
11439 NM_024626 2638
11440 NM_024621 4312
11441 NM_024620 3413
11442 NM_024623 2080
11443 NM_024622 3012
11444 NM_024629 2550
11445 NM_024628 3510
11446 NM_023938 5502
11447 NM_023930 1671
11448 NM_023931 2371
11449 NM_023932 1624
11450 NM_023933 874
11451 NM_023934 2964
11452 NM_023935 1254
11453 NM_023936 1003
11454 NM_023937 968
11455 NR_037426 110
11456 NR_037427 56
11457 NR_037424 90
11458 NR_037425 131
11459 NR_037422 66
11460 NR_037423 60
11461 NM_001257159 6222
11462 NM_001257158 6270
11463 NM_001171968 3471
11464 NR_046583 539
11465 NR_037428 83
11466 NR_037429 69
11467 NM_020428 3434
11468 NM_153838 3162
11469 NR_026796 2069
11470 NR_026797 2007
11471 NR_026794 6104
11472 NR_026795 3620
11473 NR_026792 1647
11474 NR_026793 1083
11475 NR_026790 5679
11476 NM_001163130 1064
11477 NR_026799 1686
11478 NM_001099922 4163
11479 NM_001099921 1818
11480 NM_033081 8574
11481 NR_001434_3 1519
11482 NM_001001346 1209
11483 NM_001001344 6420
11484 NM_001001343 2126
11485 NM_001001342 2709
11486 NM_014258 5480
11487 NM_014257 1935
11488 NM_014256 2720
11489 NM_014255 1221
11490 NM_014254 1956
11491 NM_014253 12872
11492 NM_014252 4021
11493 NM_014251 3190
11494 NM_005660 1771
11495 NM_001098411 509
11496 NM_001098410 564
11497 NM_001010880 3675
11498 NM_001270960 1248
11499 NM_001003795 3585
11500 NM_001270965 3861
11501 NM_001270966 3382
11502 NM_001003792 8163
11503 NM_001098414 8247
11504 NM_001204106 4829
11505 NM_001204107 5026
11506 NM_001287442 5644
11507 NM_001204102 2548
11508 NM_001204103 2044
11509 NR_046300_4 467
11510 NM_152932 1708
11511 NM_001267783 4940
11512 NM_001267782 5306
11513 NM_001204108 5231
11514 NM_001204109 5120
11515 NR_046300_2 467
11516 NR_046300_3 467
11517 NM_001137549 334
11518 NM_001137548 352
11519 NM_001164781 6713
11520 NM_001013838 4479
11521 NM_014018 707
11522 NR_106994 79
11523 NR_106997 81
11524 NR_106996 80
11525 NR_106990 77
11526 NR_106992 57
11527 NM_001276251 8682
11528 NR_106999 99
11529 NR_106998 122
11530 NM_022717 970
11531 NM_001135940 1790
11532 NM_001135943 5731
11533 NM_001276253 804
11534 NM_001135947 3006
11535 NM_001276252 4819
11536 NM_022719 5385
11537 NR_103819 3615
11538 NM_014068_4 908
11539 NR_027119 1858
11540 NR_027118 2995
11541 NR_027117 1732
11542 NR_027116 2233
11543 NR_027115 2340
11544 NR_027114 2134
11545 NR_027113 1729
11546 NR_027112 1845
11547 NR_027111 2322
11548 NR_027110 2012
11549 NM_001031618 1983
11550 NM_014012 1670
11551 NM_001031617 4891
11552 NM_001031615 2494
11553 NM_001143968 941
11554 NM_001143966 1086
11555 NM_001143964 1307
11556 NM_001143965 1167
11557 NM_001143962 2101
11558 NM_001143963 5004
11559 NM_001143960 860
11560 NM_001008215 1767
11561 NM_001093770 2204
11562 NM_194458 2389
11563 NM_194450 1182
11564 NM_194451 1637
11565 NM_194456 4762
11566 NM_194457 2129
11567 NM_194454 4523
11568 NM_194455 4997
11569 NM_001198815 6005
11570 NM_001198812 2434
11571 NM_001282719 3837
11572 NM_001282718 4170
11573 NM_001282717 4380
11574 NM_001282716 4296
11575 NM_001282715 5970
11576 NM_001282714 3620
11577 NM_001282713 3172
11578 NM_001282712 1661
11579 NM_001282711 1707
11580 NM_001282710 1786
11581 NR_117085 2005
11582 NM_004557_4 6745
11583 NR_117087 2716
11584 NR_117086 2735
11585 NR_117089 2260
11586 NR_117088 637
11587 NR_024493 2808
11588 NR_024492 7148
11589 NR_024491 525
11590 NR_024410 1042
11591 NR_024497 5253
11592 NR_024496 3705
11593 NR_024495 4696
11594 NR_024494 1425
11595 NM_001900 749
11596 NR_024499 3026
11597 NR_024498 3653
11598 NM_175849 4087
11599 NR_046672 853
11600 NM_001004465 951
11601 NR_046677 558
11602 NM_020718 10698
11603 NM_020715 6540
11604 NM_020714 6098
11605 NM_020717 9560
11606 NR_046678 610
11607 NM_020711 3775
11608 NM_020710 2648
11609 NM_020713 5922
11610 NM_001165945 2174
11611 NM_001135052 5054
11612 NM_001135051 2865
11613 NM_001099790_1 2123
11614 NM_001135057 5940
11615 NM_001135055 2952
11616 NM_001135054 1743
11617 NR_037923 4838
11618 NM_001135058 2882
11619 NM_001142619 2836
11620 NM_001142618 2845
11621 NM_001142617 2863
11622 NM_001142616 4951
11623 NM_001142615 4997
11624 NM_001142614 4872
11625 NM_001165946 4480
11626 NM_001142610 3898
11627 NM_001278733 3515
11628 NM_001127200_2 520
11629 NM_001242948 2083
11630 NM_182683 1449
11631 NM_002135 2679
11632 NM_002134 1731
11633 NM_002137 3666
11634 NM_001278593 4645
11635 NM_001278594 4847
11636 NM_001278595 3085
11637 NR_110884 545
11638 NR_110885 6096
11639 NR_110886 1887
11640 NR_110887 1514
11641 NM_001261435 3659
11642 NM_001261434 1364
11643 NM_001261437 2319
11644 NM_001261436 2277
11645 NM_001145065 6205
11646 NM_001145064 7991
11647 NM_182985 1901
11648 NM_182984 2840
11649 NR_110888 712
11650 NR_110889 1973
11651 NM_182981 1940
11652 NM_001286700 2006
11653 NM_001286701 1461
11654 NM_001286702 2852
11655 NM_001286703 2630
11656 NM_001286704 2808
11657 NM_001286705 2672
11658 NM_001286706 3306
11659 NM_001286707 2935
11660 NM_001286708 3759
11661 NM_001286709 2001
11662 NM_001100431 1570
11663 NM_001100430 3485
11664 NM_001242640 2857
11665 NM_005406 6648
11666 NM_005407 4926
11667 NM_005400 5520
11668 NM_005401 13443
11669 NM_005402 2810
11670 NM_001243519 5542
11671 NM_001243517 603
11672 NM_001243514 5439
11673 NM_001243515 5538
11674 NM_001243512 5262
11675 NM_005409 1601
11676 NM_001243510 5226
11677 NM_001243511 5108
11678 NM_001145399 5693
11679 NM_001145398 4390
11680 NM_001145393 2023
11681 NM_001145392 2133
11682 NM_001145391 1278
11683 NM_001145396 2953
11684 NM_001145395 2697
11685 NM_001145394 1924
11686 NR_038104 1231
11687 NM_207191 2764
11688 NM_207196 2978
11689 NM_207197 2981
11690 NM_207194 2909
11691 NM_207195 2906
11692 NR_038108 2538
11693 NR_038109 2534
11694 NR_110260 2304
11695 NR_110261 1893
11696 NR_110262 898
11697 NM_032250 3511
11698 NR_110264 860
11699 NR_110265 574
11700 NR_110266 2725
11701 NR_110267 2811
11702 NR_110268 892
11703 NR_110269 1017
11704 NM_032259 3165
11705 NM_032258 2079
11706 NR_033936_1 3343
11707 NM_001202449 2226
11708 NR_033936_2 3345
11709 NM_001184888 3085
11710 NM_001184889 3477
11711 NM_001184880 9756
11712 NM_001184881 8130
11713 NM_001184882 7886
11714 NM_001184883 5527
11715 NR_030360 75
11716 NM_001145939 1098
11717 NM_001145938 1903
11718 NM_001008223 2065
11719 NM_001008222 4639
11720 NM_001008221 1781
11721 NM_001008220 4676
11722 NM_001145933 2634
11723 NM_001008226 3130
11724 NM_001008225 3774
11725 NM_001008224 7080
11726 NR_030366 99
11727 NM_018024 1568
11728 NR_030367 99
11729 NM_001278741 3881
11730 NM_001278740 4111
11731 NM_001278743 3797
11732 NM_001278742 3773
11733 NM_001270519 2718
11734 NM_001039999 2930
11735 NM_018026 4493
11736 NM_001134832 3658
11737 NM_001134830 5501
11738 NM_001134831 5648
11739 NM_001134836 2539
11740 NM_001270517 1496
11741 NM_018028 4490
11742 NR_033250 1601
11743 NM_001623_1 639
11744 NM_001278371 4246
11745 NM_001170564 3164
11746 NM_033122 1544
11747 NM_033123 2156
11748 NM_033120 1891
11749 NM_033121 3908
11750 NM_033126 1158
11751 NM_033127 4024
11752 NM_033124 1815
11753 NM_033125 1985
11754 NM_033128 2571
11755 NM_033129 3577
11756 NM_001171193 2172
11757 NM_001289 2694
11758 NM_198291 4038
11759 NM_033113 3847
11760 NM_001024024 1979
11761 NM_001198536 3041
11762 NR_045417 1490
11763 NR_045414 740
11764 NR_045418 1409
11765 NM_001278081 1290
11766 NM_024105 2373
11767 NM_001277185 1891
11768 NM_001252152 4838
11769 NM_013453_1 418
11770 NR_002967 130
11771 NR_002966 129
11772 NR_002965 140
11773 NR_002964 126
11774 NR_002963 131
11775 NR_002962 189
11776 NR_002961 134
11777 NR_002960 132
11778 NM_033118 2793
11779 NR_002969 130
11780 NR_002968 137
11781 NM_017872 1305
11782 NM_017873 4622
11783 NM_017870 3520
11784 NM_017871 2156
11785 NM_017877 3912
11786 NM_017875 2124
11787 NM_002863 2846
11788 NM_017878 742
11789 NM_017879 2509
11790 NM_001257387 1972
11791 NM_001871 1460
11792 NM_001870 1684
11793 NM_001873 2428
11794 NM_001872 1766
11795 NM_001875 5760
11796 NM_001874 6668
11797 NM_001877 3993
11798 NM_001876 5253
11799 NM_001879 6476
11800 NM_001878 1056
11801 NR_046995 1276
11802 NR_046992 443
11803 NR_046991 655
11804 NM_001013628 2599
11805 NM_001013623 992
11806 NM_001013622 2807
11807 NM_001114173 6091
11808 NM_001114172 5176
11809 NM_001114175 2773
11810 NM_001013626 1083
11811 NM_001013625 783
11812 NM_001114176 5099
11813 NM_000670 1979
11814 NM_001271804 1690
11815 NM_001164164 3404
11816 NM_001198595 5633
11817 NM_001198594 3622
11818 NM_001198593 3790
11819 NM_001198592 3419
11820 NM_130906 1166
11821 NM_001098408_5 564
11822 NM_130902 543
11823 NM_130900 802
11824 NM_130901 3042
11825 NM_001164161 5105
11826 NM_001195553 9126
11827 NM_001195555 4040
11828 NM_001195556 4017
11829 NM_000675 2569
11830 NM_001260508 4523
11831 NM_001260509 1145
11832 NM_001291366 3417
11833 NM_001291367 3064
11834 NR_073459_2 725
11835 NM_001111284 7204
11836 NM_001111285 949
11837 NM_001291368 1085
11838 NM_001164162 5087
11839 NM_001260506 2171
11840 NM_001260507 1961
11841 NM_001260504 3600
11842 NM_001260505 3255
11843 NM_001256197 1392
11844 NM_001098408_2 564
11845 NR_046338 1965
11846 NR_046339 1056
11847 NR_120553 506
11848 NR_046333 2652
11849 NR_046330 4565
11850 NR_046331 4188
11851 NR_046336 4918
11852 NR_046337 2523
11853 NR_046334 2931
11854 NR_046335 4686
11855 NM_016475 2417
11856 NM_016474 2960
11857 NM_016476 948
11858 NM_001143905 1608
11859 NM_016470 2242
11860 NM_001290030 1388
11861 NM_016479 2187
11862 NM_016478 1972
11863 NM_001130955 5741
11864 NM_172210 1743
11865 NM_172211 3340
11866 NM_172212 2772
11867 NM_172213 1061
11868 NM_172214 2967
11869 NM_172215 2838
11870 NM_172216 5474
11871 NM_172217 8065
11872 NM_172218 3749
11873 NM_172219 1583
11874 NM_000836 5093
11875 NM_000837 1968
11876 NM_000834 5941
11877 NM_000835 4270
11878 NM_000832 3908
11879 NM_000833 14449
11880 NM_000830 3231
11881 NM_000831 9219
11882 NM_000839 3355
11883 NM_001290091 2187
11884 NM_001290097 644
11885 NM_001290096 3448
11886 NM_001160008 2359
11887 NM_001290094 3537
11888 NM_148963 2882
11889 NM_001160007 1587
11890 NM_001160004 3211
11891 NM_001160005 1625
11892 NM_001160002 1638
11893 NM_148966 1511
11894 NM_148965 1649
11895 NM_001160001 2376
11896 NM_138821 5013
11897 NM_138820 611
11898 NM_138822 5076
11899 NR_028506_1 966
11900 NM_198215 3375
11901 NM_145887 2957
11902 NM_199464 1625
11903 NM_003373 5282
11904 NM_031229 2762
11905 NM_001252675 3676
11906 NM_001252677 2438
11907 NM_001252676 3509
11908 NM_199460 13694
11909 NM_031220 7151
11910 NM_031226 4514
11911 NM_199461 4627
11912 NR_046396 3538
11913 NM_003569 4270
11914 NM_003568 1824
11915 NM_178517 2255
11916 NM_139199 4067
11917 NM_178511 839
11918 NM_178510 2543
11919 NM_139176 3337
11920 NM_003561 997
11921 NM_003560 3223
11922 NM_003563 3038
11923 NM_003562 1812
11924 NM_003565 5222
11925 NM_003564 1414
11926 NM_003567 3185
11927 NM_003566 8003
11928 NM_001042355 8567
11929 NM_001042357 2965
11930 NM_001042351 2285
11931 NM_134470 2094
11932 NM_001042353 1827
11933 NM_001042359 2444
11934 NM_001042358 2870
11935 NM_001277971 1527
11936 NM_014727 8471
11937 NM_014726 4134
11938 NM_014725 4864
11939 NM_014723 4994
11940 NM_014722 5678
11941 NM_014721 9531
11942 NM_014720 5606
11943 NM_014729 4131
11944 NM_014728 8465
11945 NM_001161841 4238
11946 NR_002970 129
11947 NR_037158 2614
11948 NM_156039 3490
11949 NR_037157 1715
11950 NR_037155 2429
11951 NM_005489 2681
11952 NM_001190411 2578
11953 NM_014903 9760
11954 NM_014902 5069
11955 NM_001283026 3824
11956 NM_001283027 1593
11957 NM_001283024 1492
11958 NM_001283022 2075
11959 NM_001283023 1567
11960 NR_027654 3010
11961 NM_001283021 2230
11962 NM_032752 2428
11963 NM_032753 2153
11964 NM_032750 2437
11965 NR_002977 131
11966 NM_032756 1802
11967 NM_001282933 3579
11968 NM_053039 1833
11969 NM_053036 1941
11970 NM_053034 1636
11971 NM_053035 688
11972 NM_053032 2663
11973 NM_053031 2660
11974 NR_033387 644
11975 NR_033386 1107
11976 NR_033385 1088
11977 NR_033384 1597
11978 NR_033383 624
11979 NR_033381 1113
11980 NR_033380 2915
11981 NM_178827 3114
11982 NR_033389 1886
11983 NR_002216 3615
11984 NR_002211 2856
11985 NM_001145903_1 2456
11986 NR_002212 3796
11987 NM_001282931 4804
11988 NM_001256279_1 3281
11989 NM_001204375 7450
11990 NM_001282930 4513
11991 NM_003277 1702
11992 NR_023926 2185
11993 NR_023927 1890
11994 NR_023924 2852
11995 NM_003276 3672
11996 NR_023922 2793
11997 NR_023923 2761
11998 NR_023920 1075
11999 NR_104264 2224
12000 NM_001080821 2588
12001 NM_003279 681
12002 NM_001080825 7510
12003 NM_001080824 1827
12004 NM_001080826 4714
12005 NM_001130406_4 1847
12006 NM_001130406_2 1847
12007 NM_001130406_3 1847
12008 NM_203382 3191
12009 NM_001145310 3710
12010 NM_004108 1057
12011 NM_004109 3155
12012 NM_004106 591
12013 NM_004107 1629
12014 NM_004104 8458
12015 NM_004102 1097
12016 NM_013974_5 1331
12017 NM_004100 5693
12018 NM_004101 3429
12019 NM_181340 2452
12020 NM_181341 2372
12021 NM_181342 2904
12022 NM_000488 1599
12023 NM_000487 4315
12024 NM_000486 4179
12025 NM_000485 807
12026 NM_000484 3633
12027 NM_000483 729
12028 NM_181349 5685
12029 NM_000481 2202
12030 NM_000480 4371
12031 NM_138612 1191
12032 NR_103749 638
12033 NR_103748 1484
12034 NR_103747 2331
12035 NR_103746 1824
12036 NR_103745 872
12037 NR_103744 738
12038 NR_103743 1504
12039 NR_103742 5435
12040 NR_103741 5510
12041 NR_103740 9180
12042 NM_012189 2368
12043 NM_012188 2296
12044 NM_001145318 2200
12045 NM_001863 590
12046 NM_012181 1766
12047 NM_012180 2563
12048 NM_012183 2068
12049 NM_004978 4437
12050 NM_012184 2067
12051 NM_012186 1981
12052 NM_001682 6779
12053 NM_001683 8827
12054 NM_001680 571
12055 NR_046175_1 2591
12056 NM_001146110 5628
12057 NM_001146111 3875
12058 NM_001146112 5586
12059 NM_001146113 3595
12060 NM_001688 2101
12061 NM_001689 2639
12062 NM_004975 3756
12063 NM_000155 1405
12064 NM_000154 1361
12065 NM_000157 2324
12066 NM_004974 2250
12067 NM_000151 4161
12068 NM_000150 3137
12069 NM_000153 3883
12070 NM_000152 3775
12071 NM_004973 6097
12072 NM_000159 1883
12073 NM_000158 3099
12074 NM_004972 5285
12075 NM_004970 2086
12076 NM_001244984 1657
12077 NM_001001952 942
12078 NM_001001953 936
12079 NM_001282869 2683
12080 NM_001282868 2629
12081 NM_001001954 975
12082 NM_001001955 1029
12083 NM_001282865 2482
12084 NM_001282864 3264
12085 NM_001282867 2833
12086 NM_001001959 969
12087 NM_001282861 5186
12088 NM_001282860 7827
12089 NM_001282863 2748
12090 NM_001282862 3266
12091 NM_004810 3514
12092 NM_004811 1889
12093 NM_003426 3944
12094 NM_004813 1908
12095 NM_004814 1624
12096 NM_004815 9117
12097 NR_106719 78
12098 NM_004817 4725
12099 NM_004818 3267
12100 NR_106716 60
12101 NR_106715 119
12102 NR_106714 55
12103 NR_106713 80
12104 NR_106712 63
12105 NM_014315 1806
12106 NM_014313 2302
12107 NR_030290 94
12108 NR_110063 3135
12109 NR_030292 98
12110 NR_030293 95
12111 NR_030294 96
12112 NR_030295 96
12113 NR_030296 97
12114 NR_110065 2410
12115 NR_030298 95
12116 NR_030299 99
12117 NR_110068 2048
12118 NR_110069 2240
12119 NM_006416 1906
12120 NM_006417 1726
12121 NM_006414 1183
12122 NM_006415 2857
12123 NM_006412 1548
12124 NM_006413 2353
12125 NM_001127328 2634
12126 NM_001206774 1845
12127 NM_001127325 1152
12128 NM_001127322 11702
12129 NM_001127323 3860
12130 NM_001127320 3418
12131 NM_006419 1203
12132 NM_001171020 4173
12133 NM_020769 5426
12134 NM_001247987 5375
12135 NM_001171025 8249
12136 NM_001247989 3695
12137 NM_001247988 3382
12138 NM_024298 2599
12139 NM_024299 777
12140 NM_024292 519
12141 NM_024293 4614
12142 NM_024294 4429
12143 NM_024295 3340
12144 NM_024296 877
12145 NM_024297 2037
12146 NR_030740 4462
12147 NR_030741 87
12148 NM_001164425 773
12149 NM_006534 7984
12150 NM_001282136 2587
12151 NM_001282131 957
12152 NM_001282130 1009
12153 NM_001037984 4523
12154 NM_001286842 3526
12155 NM_006531 2931
12156 NM_001286841 2126
12157 NM_001202547 1955
12158 NM_001271919 1287
12159 NM_001286840 4160
12160 NM_006533 635
12161 NM_001271910 1490
12162 NR_033840 2155
12163 NM_001126059 954
12164 NM_001126058 1461
12165 NM_001126057 1497
12166 NM_001126056 1903
12167 NM_001126055 8224
12168 NM_001126054 8227
12169 NM_001017917 2987
12170 NM_001126051 2173
12171 NM_001126050 2198
12172 NM_001171887 2916
12173 NM_001122742 6465
12174 NM_001122741 6313
12175 NM_148919_7 1116
12176 NM_001127223 7785
12177 NM_001130009 6367
12178 NM_001127222 8628
12179 NM_001130003 2594
12180 NM_001130002 1536
12181 NM_001130001 1447
12182 NR_111000 2210
12183 NM_001130007 7174
12184 NM_001130006 7150
12185 NM_001130005 3710
12186 NM_032680 2289
12187 NM_001242858 4244
12188 NM_001242859 4292
12189 NM_001134939 852
12190 NM_001134938 2236
12191 NM_001242850 2143
12192 NM_001242851 2083
12193 NM_001242852 2630
12194 NM_001242853 213
12195 NM_001134937 2440
12196 NM_001287045 2305
12197 NM_001287046 1745
12198 NM_001242857 4301
12199 NM_001001556 3228
12200 NM_001206654 8827
12201 NM_001201461 1907
12202 NM_001017919 2683
12203 NM_004322 1224
12204 NM_001201465 2357
12205 NM_001201466 955
12206 NM_004321 8733
12207 NM_001161725 4483
12208 NM_079837 2285
12209 NM_079834 2526
12210 NM_001001132 5441
12211 NM_001161726 4438
12212 NM_016326 633
12213 NM_001034837 2048
12214 NM_001034836 815
12215 NM_001034833 748
12216 NM_001034832 1228
12217 NM_001034838 1895
12218 NM_001260512 1071
12219 NM_181535 1692
12220 NM_182666 1794
12221 NM_182664 3520
12222 NM_182665 3514
12223 NM_182662 2108
12224 NM_182663 3636
12225 NM_182660 4325
12226 NM_032447 8967
12227 NM_198377 8213
12228 NM_198376 7628
12229 NM_022904 3290
12230 NM_001243894 2197
12231 NM_022902 4060
12232 NM_022903 1812
12233 NM_022900 3879
12234 NM_022901 3608
12235 NM_022908 2088
12236 NM_022909 1389
12237 NR_049752 2788
